מילה,idf 
איינשטין,8.509967146324497
רוכבים,7.4109518755836366
בייחוד,7.8168199657645525
דלויסה,8.509967146324497
נפרד,6.717804695023691
המינגס,7.4109518755836366
נפרם,8.509967146324497
עצורה,8.509967146324497
ומעדיף,8.509967146324497
ומחמירים,8.509967146324497
שרואות,8.509967146324497
זמרת,6.206575926724928
שטיפלה,7.8168199657645525
שבעטה,8.509967146324497
ולהתהפך,7.8168199657645525
נפרש,7.8168199657645525
קטיק,7.8168199657645525
נייטס,8.509967146324497
הכרטיסים,7.4109518755836366
אדיס,8.509967146324497
מפסאדנה,8.509967146324497
מקטירנן,7.8168199657645525
מדשאות,8.509967146324497
משוניםודמויות,8.509967146324497
פריצי,8.509967146324497
חשפניות,7.123672785204607
פריצה,8.509967146324497
בקלפטומנית,8.509967146324497
שסודם,8.509967146324497
מנידוי,8.509967146324497
דנים,7.8168199657645525
סטרץ,7.8168199657645525
הכישורים,6.5638555265321274
החברתיים,6.899723107284872
ולמנוע,6.717804695023691
שסודה,8.509967146324497
דניה,8.509967146324497
שמתרחשים,8.509967146324497
סנדור,7.4109518755836366
וארול,8.509967146324497
דנית,7.8168199657645525
וארוך,8.509967146324497
הבומבסטיות,8.509967146324497
סטרן,6.5638555265321274
דניס,4.007333185232471
מהתא,8.509967146324497
שנפטר,7.123672785204607
הטוטלית,8.509967146324497
תקועות,8.509967146324497
כשבליבו,8.509967146324497
הצידה,8.509967146324497
והאנימה,8.509967146324497
ימשול,8.509967146324497
לכ-1200,8.509967146324497
בהשוואה,8.509967146324497
בצמרות,7.8168199657645525
שבורחת,7.4109518755836366
סותרת,8.509967146324497
רעיון,5.799092654460526
העקרי,8.509967146324497
הלגרן,8.509967146324497
הלועגים,8.509967146324497
סוחף,5.869296913133774
העקרב,7.8168199657645525
הגלם,8.509967146324497
צ'אן-לי,8.509967146324497
הסלמת,8.509967146324497
בנעוריו,7.8168199657645525
והתבדח,8.509967146324497
והסרטים,8.509967146324497
וממלאכת,8.509967146324497
הטנקים,8.509967146324497
קיאומה,8.509967146324497
המוקף,8.509967146324497
ונטימיגליה,7.8168199657645525
סטארינה,8.509967146324497
השטחי,8.509967146324497
מהספינה,8.509967146324497
וחד,7.4109518755836366
לשמירת,8.509967146324497
מלבורן,7.8168199657645525
בנסוי,8.509967146324497
וחי,6.899723107284872
בנסון,5.736572297479192
המחוייב,8.509967146324497
שמסביב,7.4109518755836366
יונין,8.509967146324497
טובים,4.406719247264253
מקליפורניה,7.8168199657645525
טוביה,7.8168199657645525
יוניו,8.509967146324497
שאומר,6.5638555265321274
שהיום,8.509967146324497
הספונסר,8.509967146324497
ומחילות,8.509967146324497
נעדרת,7.8168199657645525
מתגרשת,7.8168199657645525
שמסביר,8.509967146324497
המאורית,8.509967146324497
שאומץ,7.8168199657645525
לגמרי:,8.509967146324497
בנסוף,8.509967146324497
פהילי,8.509967146324497
זכותו,7.8168199657645525
קומנדו-עלית,8.509967146324497
בחיק,7.4109518755836366
הימ,7.8168199657645525
מיהו,6.5638555265321274
כחמש,8.509967146324497
כשבמרכז,8.509967146324497
בליטין,7.123672785204607
שהשתלטו,7.4109518755836366
ההפסד,8.509967146324497
גנמייר,8.509967146324497
להא-וון,8.509967146324497
נפתר,8.509967146324497
מפקפקת,8.509967146324497
היל,4.574710978503383
בהנאה,8.509967146324497
בחיר,8.509967146324497
המו,8.509967146324497
המה,8.509967146324497
המח,7.8168199657645525
ראדה,5.736572297479192
ב-8,8.509967146324497
המד,6.5638555265321274
המל,8.509967146324497
המי,7.8168199657645525
פיטץ',8.509967146324497
בחוסר-אונים,8.509967146324497
הממהרת,8.509967146324497
איביזה,8.509967146324497
המס,7.4109518755836366
והתחברו,8.509967146324497
להזדמנות,6.717804695023691
מהשמינית,8.509967146324497
המר,6.429719478039138
תירדנאי,8.509967146324497
המת,5.799092654460526
פרנקנשטיין,6.429719478039138
להאיץ,8.509967146324497
אבל,2.0794415416798357
אצטקית,8.509967146324497
שאי-פעם,7.4109518755836366
וויטיקר,7.4109518755836366
אוייניראן,7.8168199657645525
בחיל,7.123672785204607
לשגרירות,7.8168199657645525
בחיי,4.948759890378168
יאמרו,8.509967146324497
וחשיפת,8.509967146324497
סקרבאננקו,8.509967146324497
היו,4.07753744390572
דניסוף,8.509967146324497
בלואיזיאנה,7.123672785204607
ומתגרה,8.509967146324497
פסיכופט,7.4109518755836366
עתיקים,6.429719478039138
המודיעיני,8.509967146324497
Gun,7.8168199657645525
ויתכן,7.8168199657645525
הרציחות,6.899723107284872
בחזרתו,8.509967146324497
באורח,6.717804695023691
הנראה,6.206575926724928
לפקד,7.8168199657645525
באורך,5.799092654460526
נובורישים,8.509967146324497
ועוקב,6.717804695023691
לפקח,7.4109518755836366
האימתנית,7.8168199657645525
האלמונים,8.509967146324497
קורנליה,8.509967146324497
החטא,7.123672785204607
שהתחיל,5.869296913133774
אריאן,7.4109518755836366
האלמונית,8.509967146324497
לשורותיה,8.509967146324497
לשורותיו,8.509967146324497
פלורנטינו,8.509967146324497
חרוטות,8.509967146324497
סוחטת,7.4109518755836366
אימוג'ין,8.509967146324497
דניסון,8.509967146324497
פסיכופת,6.111467339502679
נמשכים,6.429719478039138
מנחמת,7.8168199657645525
פרנסוס,7.8168199657645525
חשאיות,8.509967146324497
מזויף,7.4109518755836366
ומפתה,8.509967146324497
בג'יקוב,8.509967146324497
סטונוול,8.509967146324497
בירמינגהאם,8.509967146324497
מילוני,7.8168199657645525
וארל,8.509967146324497
וארן,8.509967146324497
וארי,7.8168199657645525
מנהיג,4.499809670330265
הציני,7.8168199657645525
הפלישתי,8.509967146324497
וסמוקי,8.509967146324497
לבלגן,8.509967146324497
שריוני,8.509967146324497
ומפתי,8.509967146324497
וארץ,8.509967146324497
וארס,8.509967146324497
אלגנטית,7.123672785204607
הוסיף,8.509967146324497
מחוברת,8.509967146324497
מזוין,8.509967146324497
רחבת,7.123672785204607
להתקפים,8.509967146324497
קלאביגו,8.509967146324497
סון-אה,8.509967146324497
התבגרותן,8.509967146324497
התבגרותם,7.8168199657645525
אקסטרווגנטי,8.509967146324497
הוקרן,7.4109518755836366
ועמית,8.509967146324497
בארצו,7.4109518755836366
בגידה,5.799092654460526
התבגרותו,7.123672785204607
שהעניינים,8.509967146324497
מפלצות,5.869296913133774
כשהוקרנה,8.509967146324497
ושמרו,8.509967146324497
כבדים,6.717804695023691
מק'גוון,8.509967146324497
בונראקו,8.509967146324497
ממחלה,7.123672785204607
וארגס,7.8168199657645525
ובר,7.8168199657645525
טיסקה,8.509967146324497
ובז,8.509967146324497
ממחלת,8.509967146324497
ובה,6.429719478039138
שהחיות,8.509967146324497
ובא,6.899723107284872
ובן,5.564520407322694
ב61,8.509967146324497
לטעימות,8.509967146324497
ובי,7.8168199657645525
ממחלק,7.4109518755836366
ומעקב,7.8168199657645525
מוקסם,7.8168199657645525
כשהבית,8.509967146324497
והנופים,8.509967146324497
הלטינו,8.509967146324497
שמוליכות,8.509967146324497
לנחישותה,8.509967146324497
ושחייו,8.509967146324497
שמאתגר,8.509967146324497
שלכולם,7.8168199657645525
במריחואנה,8.509967146324497
ותיעודי,8.509967146324497
אלאדין,7.8168199657645525
מצבו,6.206575926724928
מצבה,6.429719478039138
פרפקציוניסט,8.509967146324497
ואכזר,7.8168199657645525
מצבא,7.4109518755836366
כמנקים,8.509967146324497
הטר,8.509967146324497
שהממשלה,7.4109518755836366
והרדיפה,8.509967146324497
התחברו,8.509967146324497
יציר,8.509967146324497
הטורפים,7.8168199657645525
אריאס,6.429719478039138
ישתבש,8.509967146324497
להיגנב,8.509967146324497
גאלגר,7.8168199657645525
רזינה,8.509967146324497
בעצים,8.509967146324497
המחויבות,8.509967146324497
בהריגת,8.509967146324497
כדוגמת,7.8168199657645525
בית-הספר,7.4109518755836366
יציב,6.899723107284872
אלמידה,8.509967146324497
החבלה,8.509967146324497
זהרה,7.123672785204607
שמוצאים,6.899723107284872
ועליצות,8.509967146324497
הדירות,6.899723107284872
החבלן,8.509967146324497
שומעים,6.717804695023691
הגרועים,6.899723107284872
הטי,8.509967146324497
השיטה,8.509967146324497
מהותו,8.509967146324497
כשהאהבה,8.509967146324497
הובטח,7.8168199657645525
טייקון,6.5638555265321274
בנזירה,8.509967146324497
מהותם,8.509967146324497
אליזה,6.429719478039138
מהותי,7.8168199657645525
השתייכותו,8.509967146324497
וחלקלק,8.509967146324497
טרביס,8.509967146324497
הדיירות,8.509967146324497
התקבלו,8.509967146324497
קוצר,6.717804695023691
מלרוני,6.311734809152915
שדקות,8.509967146324497
קרהארט,8.509967146324497
ממצלמות,8.509967146324497
הקנדימן,8.509967146324497
סף־מלחמה,8.509967146324497
לשורשו,8.509967146324497
שתכניס,8.509967146324497
האחראי,6.023447592961033
לפסל,7.8168199657645525
איירונס,5.5134287461649825
פיכטנר,7.4109518755836366
והרוצחים,8.509967146324497
אפוקליפטית,7.123672785204607
לדירתו,7.8168199657645525
מיסאטו,8.509967146324497
אוכלים,7.8168199657645525
בזירת,7.8168199657645525
את:,7.8168199657645525
אבגנייל,8.509967146324497
הנרטיבי,8.509967146324497
מתגורר,6.206575926724928
במוזיקה,6.717804695023691
מתכוון,6.111467339502679
ושישנם,7.8168199657645525
נפצעו,7.4109518755836366
נפצעה,7.4109518755836366
המלוכלך,7.8168199657645525
שמחיר,7.8168199657645525
החיפושיות,8.509967146324497
להומו,8.509967146324497
out,7.8168199657645525
המסמכים,8.509967146324497
וכריזמטי,7.4109518755836366
הפחדה,7.8168199657645525
קלאסיים,7.8168199657645525
ומסרטו,8.509967146324497
כלקוח,8.509967146324497
אקסלסון,7.8168199657645525
שמחים,7.123672785204607
גאקו,8.509967146324497
מיזורי,7.8168199657645525
ומכשפות,8.509967146324497
מנגלהורן,8.509967146324497
לכיתה,6.717804695023691
גאקל,8.509967146324497
המדע-בדיונית,8.509967146324497
הפולני,7.123672785204607
גאקט,7.8168199657645525
בנט-כאין,8.509967146324497
באמיתות,7.8168199657645525
ארגוניים,8.509967146324497
מבוקשה,8.509967146324497
מבוקשו,8.509967146324497
ומעדיפה,8.509967146324497
משלהם,6.5638555265321274
ינצחו,7.123672785204607
והמרססים,8.509967146324497
חתול-עכבר,8.509967146324497
למות,4.700480365792417
למור,8.509967146324497
סונדר,8.509967146324497
מאידך,7.4109518755836366
ממקריות,8.509967146324497
כסוכן,6.111467339502679
באררט,8.509967146324497
וחטיפה,8.509967146324497
למוח,8.509967146324497
בעשרות,7.123672785204607
למוד,8.509967146324497
ומגיעים,6.5638555265321274
היגנינגן,8.509967146324497
ודייויד,8.509967146324497
מבוקשת,8.509967146324497
ומנגן,8.509967146324497
רייסקוב,8.509967146324497
סוטול,7.8168199657645525
אמיתיים,4.700480365792417
גוזרת,8.509967146324497
והארוטיקה,7.8168199657645525
לידו,6.899723107284872
איטלקית,6.717804695023691
צ'טווין,8.509967146324497
ואנרכיה,7.8168199657645525
כשהילדותיות,8.509967146324497
וספייק,7.8168199657645525
ולדווח,7.123672785204607
ההיקף,8.509967146324497
בדפי,7.8168199657645525
הקולנועי,5.869296913133774
סנטספגו,8.509967146324497
אנטרטיקה,8.509967146324497
הקולנוען,7.8168199657645525
ושחקנים,7.8168199657645525
הבורגניים,8.509967146324497
וחופש,7.8168199657645525
החלום,5.075173815233827
החלון,8.509967146324497
ושחקנית,7.4109518755836366
מאחיותיו,8.509967146324497
לונגו,8.509967146324497
טגלי,8.509967146324497
מהמבול,8.509967146324497
טדאמיצ'י,8.509967146324497
עיקר,6.5638555265321274
עיקש,7.8168199657645525
'וולט-דיסני',8.509967146324497
איטלקים,8.509967146324497
inner,8.509967146324497
ואיכשהו,7.8168199657645525
להעריך,6.429719478039138
קוסטנדין,8.509967146324497
310,8.509967146324497
המכרות,7.8168199657645525
להערים,6.5638555265321274
רישאר,8.509967146324497
לטובת,4.919980925828125
כחתונה,8.509967146324497
לשדך,7.123672785204607
החתולה,8.509967146324497
פליקאן,8.509967146324497
קולונל,6.023447592961033
ברגש,7.4109518755836366
ומסכלים,8.509967146324497
גאולד,8.509967146324497
קולנטוני,7.8168199657645525
הפנטסיה,8.509967146324497
שמישל,8.509967146324497
מאולפני,7.4109518755836366
הנוקשים,7.123672785204607
שהידי,7.8168199657645525
ממצולות,8.509967146324497
לעסק,7.4109518755836366
השמרנים,8.509967146324497
ציבוריים,8.509967146324497
לינקולן,6.899723107284872
אווין,8.509967146324497
קרקע,7.4109518755836366
קרוקט,7.123672785204607
משטרתה,7.8168199657645525
שעיניו,8.509967146324497
מוכיחה,7.123672785204607
לטובה,6.111467339502679
ברגר,6.717804695023691
משפחתיות,7.8168199657645525
הסזאר,7.8168199657645525
שיוביל,6.899723107284872
חייתה,8.509967146324497
המתוק,6.899723107284872
להתלהט,8.509967146324497
וויטפילד,8.509967146324497
לומן,7.8168199657645525
המקרית,8.509967146324497
וטיפש,7.8168199657645525
מכשפות,6.5638555265321274
לומד,5.0106352940962555
להרשעתם,8.509967146324497
מראשי,8.509967146324497
שיטת,7.123672785204607
הגאג'טים,8.509967146324497
ניקיון,6.899723107284872
ש-42,8.509967146324497
הראדן,8.509967146324497
המגדר,8.509967146324497
שמעסיקה,7.8168199657645525
העזים,8.509967146324497
מנסהארדט,8.509967146324497
בעצמם,6.111467339502679
בעצמן,7.4109518755836366
בעצמך,8.509967146324497
ליים,7.4109518755836366
בעצמה,5.41610040220442
בעצמו,4.634728988229636
אולפני,5.736572297479192
בחיבוק,7.8168199657645525
לומר,5.799092654460526
פסטביל,8.509967146324497
יובוביץ,7.4109518755836366
בקולג'ים,8.509967146324497
ביטחונית,7.8168199657645525
לסופר,6.717804695023691
המשפחה:,8.509967146324497
ומתפצלות,8.509967146324497
ולהפשיר,8.509967146324497
who,8.509967146324497
וודארד,6.899723107284872
מקנזי,5.4638318050256105
ב-,5.676753802268282
לאזרחיה,8.509967146324497
בהובלתה,8.509967146324497
ב',7.8168199657645525
לאזרחים,7.123672785204607
וגבריאלה,7.4109518755836366
מוסקאו,8.509967146324497
ומציצנית,8.509967146324497
סטנוויק,7.4109518755836366
מקנזס,8.509967146324497
כשאמא,7.123672785204607
מערבת,8.509967146324497
לאזרחית,8.509967146324497
רוסיים,7.8168199657645525
יומצא,8.509967146324497
דרורי,8.509967146324497
הרעב,6.206575926724928
סמית’,8.509967146324497
הרעה,6.429719478039138
ממשרד,7.8168199657645525
ולצופה,8.509967146324497
דוקיין,8.509967146324497
לסופו,7.8168199657645525
הרעם,7.123672785204607
שומרות,8.509967146324497
זומביים,8.509967146324497
לנוקמת,8.509967146324497
לידיים,6.5638555265321274
שהוגבלה,8.509967146324497
בדויה,6.5638555265321274
למשרתת,8.509967146324497
ארוכי,8.509967146324497
ארוכה,5.14166355650266
מהמיטה,8.509967146324497
באיו,7.8168199657645525
מייזי,8.509967146324497
להתמרדות,7.8168199657645525
המתעדים,8.509967146324497
ארוכת,6.5638555265321274
העכברית,8.509967146324497
הימורים,7.4109518755836366
וזורמת,8.509967146324497
הולדן,5.3706380281276624
ויגינס,7.8168199657645525
אזקבאן,8.509967146324497
הטובעת,8.509967146324497
מייגור,8.509967146324497
ותושביו,8.509967146324497
ליבינג,8.509967146324497
וזהות,7.8168199657645525
הצרה,8.509967146324497
he,7.8168199657645525
פיארלויגי,8.509967146324497
הסכין,7.8168199657645525
ההישג,7.4109518755836366
כנווד,8.509967146324497
מזייף,8.509967146324497
בהריסות,7.4109518755836366
התקפותיהם,8.509967146324497
WD-40,8.509967146324497
יזעזע,8.509967146324497
רצופים,8.509967146324497
מוסיקליות,8.509967146324497
טורנאטורה,8.509967146324497
וגוליה,8.509967146324497
הקארו,8.509967146324497
שגורלן,8.509967146324497
שגורלם,8.509967146324497
ושולחים,7.4109518755836366
בדגלי,7.123672785204607
הנופשות,8.509967146324497
שגורלו,7.8168199657645525
אירווין,6.206575926724928
מזיין,8.509967146324497
נסחפות,7.4109518755836366
רוסילון,8.509967146324497
רומנטי,5.616771097666572
לצמרות,8.509967146324497
אמדם,8.509967146324497
כלכליים,6.717804695023691
באטר,8.509967146324497
מפליג,8.509967146324497
בליקר,7.8168199657645525
ישיר,6.023447592961033
שמשתמש,7.8168199657645525
מפליל,8.509967146324497
לוטר,7.8168199657645525
פיצ'טנר,8.509967146324497
ימשיך,7.4109518755836366
סרינדה,8.509967146324497
קובקה,8.509967146324497
המרתקת,8.509967146324497
האפשריות,7.8168199657645525
לוטי,8.509967146324497
מהוריה,8.509967146324497
אודיאה,7.8168199657645525
להתקרב,6.311734809152915
צלסי,6.717804695023691
מסוים,6.717804695023691
העדיפויות,8.509967146324497
כימי,7.8168199657645525
שלאבי,8.509967146324497
המכוערת,7.4109518755836366
פתקי,8.509967146324497
תמיכתו,8.509967146324497
מצידו,6.429719478039138
ישיג,8.509967146324497
שפילד,6.717804695023691
באטל,7.8168199657645525
כל-אמריקאית,8.509967146324497
מהפנטים,8.509967146324497
סאנגאטה,8.509967146324497
בליקי,8.509967146324497
נהדרת,6.5638555265321274
ריינהארד,8.509967146324497
ישים,8.509967146324497
באמנזיה,8.509967146324497
טוטסי,8.509967146324497
ההתהוללות,8.509967146324497
מאזקבאן,7.8168199657645525
כשג'ולי,8.509967146324497
הנסטרידג,7.8168199657645525
חוויתה,8.509967146324497
ולהורים,8.509967146324497
מחובותיו,8.509967146324497
שבראשם,7.8168199657645525
ומתוסכל,7.8168199657645525
ארוטית,8.509967146324497
האפוס,7.123672785204607
נהנו,8.509967146324497
שבראשו,7.8168199657645525
AKA:,8.509967146324497
הפואמה,8.509967146324497
מגושם,7.8168199657645525
וולדמורט,7.123672785204607
גלגר,7.8168199657645525
הפארודית,8.509967146324497
בקו,6.899723107284872
שהיווה,8.509967146324497
האירוויזיון,8.509967146324497
משייטת,8.509967146324497
עימתה,8.509967146324497
בכאבם,8.509967146324497
גארהם,8.509967146324497
לשגעון,8.509967146324497
שהשכונה,7.8168199657645525
גארהד,7.4109518755836366
נכחד,7.4109518755836366
עילאית,7.8168199657645525
וויגהם,6.5638555265321274
בדוחק,8.509967146324497
האפקטים,6.023447592961033
במייק,7.8168199657645525
כופר,5.799092654460526
Rejects,8.509967146324497
נכנסת,4.820281565605037
דועכת,8.509967146324497
שThey,8.509967146324497
האמונים,8.509967146324497
וכמובן,5.14166355650266
ומתמיד,7.8168199657645525
אולדרידג,8.509967146324497
עלילותיהם,7.4109518755836366
מונטלאון,8.509967146324497
בתכנית,6.311734809152915
והעלילה,7.123672785204607
לטרגי,8.509967146324497
פוקוון,8.509967146324497
לגורו,8.509967146324497
תדמיתו,8.509967146324497
דבלין,7.4109518755836366
צ'ני,8.509967146324497
בפיקוד,8.509967146324497
סולטיס,8.509967146324497
בפיקוח,8.509967146324497
מסחררת,6.717804695023691
דרייפוס,5.799092654460526
מושחתות,8.509967146324497
פרושו,8.509967146324497
נכנסו,7.8168199657645525
לבנוני,7.8168199657645525
ברגי,8.509967146324497
כופה,7.123672785204607
להתגייר,8.509967146324497
המטפלת,7.123672785204607
נודע,5.942799375126701
נאחז,8.509967146324497
למומחים,8.509967146324497
גזען,8.509967146324497
לבריטניה,7.8168199657645525
הנוצצות,8.509967146324497
נודר,8.509967146324497
נוספות,5.564520407322694
מטורפים,5.942799375126701
נזרקים,7.4109518755836366
בקשה,6.899723107284872
להרחיק,6.717804695023691
בלינג,8.509967146324497
והאקדח,8.509967146324497
וויצטהורך,8.509967146324497
קונדור,8.509967146324497
בקשי,8.509967146324497
ג'יליאן,7.8168199657645525
שואל,7.4109518755836366
מובל,7.4109518755836366
להרחיב,7.123672785204607
מובך,8.509967146324497
מככבים,5.616771097666572
נדל,6.206575926724928
ותעבור,8.509967146324497
קונדון,6.899723107284872
קלוגרופוולוו,8.509967146324497
הפערים,7.8168199657645525
בקשר,5.5134287461649825
נודד,7.8168199657645525
לכפרה,8.509967146324497
לכפרו,8.509967146324497
והנאיביות,8.509967146324497
לכפרי,8.509967146324497
שקאתי,8.509967146324497
ותחסל,8.509967146324497
אנטישמית,8.509967146324497
ארכן,8.509967146324497
בריסטול,8.509967146324497
בלה-,8.509967146324497
החלקים,7.4109518755836366
ורכב,7.8168199657645525
פיזבי,8.509967146324497
גוסטאף,7.4109518755836366
קלודט,7.4109518755836366
ההכר,8.509967146324497
הקאמרי,8.509967146324497
קורותיו,6.899723107284872
קורותיה,6.717804695023691
ססמולוגית,8.509967146324497
קונטרה,8.509967146324497
לטריפ,8.509967146324497
מוסרת,8.509967146324497
יתום,6.717804695023691
ארמנדו,7.4109518755836366
הניסויי,8.509967146324497
רומולה,6.717804695023691
החקירות,7.8168199657645525
תלונה,7.8168199657645525
והמצומצמים,8.509967146324497
מוסרי,7.8168199657645525
בקומה,6.899723107284872
קונואי,7.8168199657645525
הופנו,8.509967146324497
משמשים,7.4109518755836366
צ'קי,8.509967146324497
ידיעת,8.509967146324497
יתוש,8.509967146324497
סגנון,5.869296913133774
הכומר,5.736572297479192
מפעילותם,8.509967146324497
יואקם,7.4109518755836366
ופרנואידי,8.509967146324497
ארכס,8.509967146324497
טאיסה,7.8168199657645525
רסטלון,8.509967146324497
עראף,8.509967146324497
לעגו,7.8168199657645525
למזרקה,8.509967146324497
דוגאן,7.8168199657645525
מוזר,4.867534450455582
מהיצור,8.509967146324497
דמויות:,8.509967146324497
האמריקאיות,7.8168199657645525
וגרמו,7.8168199657645525
המינגווי,7.4109518755836366
וכוחנות,8.509967146324497
מהקרוואן,8.509967146324497
מוזו,8.509967146324497
מוזה,8.509967146324497
והמדהים,7.8168199657645525
חזיתי,7.4109518755836366
ומשכפלים,8.509967146324497
סאמפארדו,8.509967146324497
שוררת,8.509967146324497
ה,3.5553480614894135
שמשתוקק,8.509967146324497
הפאשלות,8.509967146324497
סטואי,8.509967146324497
שתוצאותיו,8.509967146324497
כשג'והנה,8.509967146324497
המיסתורי,7.123672785204607
ואנסאנטן,8.509967146324497
מיקלסון,8.509967146324497
השישה,8.509967146324497
מלמכור,8.509967146324497
שלוקחת,7.123672785204607
ההולנדי,7.4109518755836366
קוולטהרד,8.509967146324497
אנטון,5.247024072160486
תיעלם,7.8168199657645525
דניז,7.4109518755836366
ראחים,8.509967146324497
הרפובליקני,8.509967146324497
שימלאו,8.509967146324497
המפלסים,8.509967146324497
השישי,6.023447592961033
והגאווה,8.509967146324497
יובילו,6.899723107284872
השג,8.509967146324497
דורשים,6.899723107284872
פרוטוויל,8.509967146324497
באלימות,6.023447592961033
השד,6.899723107284872
הירוד,8.509967146324497
שהעניק,7.8168199657645525
וסרדיניה,8.509967146324497
תמידית,8.509967146324497
להנחיל,8.509967146324497
בפעילותו,8.509967146324497
ט,5.942799375126701
מתבגר,6.023447592961033
צ'או,8.509967146324497
ואיום,7.8168199657645525
לתמיכת,8.509967146324497
מוירא,8.509967146324497
צ,6.899723107284872
שמתאהב,7.123672785204607
במצוקתו,7.8168199657645525
לויד-היוגס,8.509967146324497
ז'אן-לואי,8.509967146324497
והמקום,7.4109518755836366
ההגה,7.123672785204607
פפרד,7.4109518755836366
מכסה,7.8168199657645525
היחום,8.509967146324497
לראיין,7.8168199657645525
בוזמן,8.509967146324497
האגדיות,8.509967146324497
מק'אליסטר,8.509967146324497
מכסן,8.509967146324497
ידיעה,7.4109518755836366
זוהרים,8.509967146324497
המעמיד,8.509967146324497
המצליח,4.499809670330265
ומבוסס,7.8168199657645525
מהתחבולות,8.509967146324497
גרינליס,8.509967146324497
שבריר,8.509967146324497
מאורוגוואי,8.509967146324497
הידלקות,8.509967146324497
מצפוי,8.509967146324497
ספירו,7.8168199657645525
שמראה,6.899723107284872
ברצלונה,6.717804695023691
לתמיכה,7.123672785204607
ספירה,7.8168199657645525
הבובות,6.899723107284872
דרישתו,8.509967146324497
אימרי,7.8168199657645525
מרכיב,6.717804695023691
דאלמונט,8.509967146324497
לאונדרו,8.509967146324497
האורגני,8.509967146324497
Sun,8.509967146324497
המירבי,8.509967146324497
במכונית,5.736572297479192
השף,6.717804695023691
בסיבוב,8.509967146324497
ונבונה,8.509967146324497
שטחיים,8.509967146324497
אומיד,8.509967146324497
בכמעט,7.8168199657645525
האתאווי,7.8168199657645525
האסטונאוטים,8.509967146324497
הדרכה,8.509967146324497
בפרנסואה,8.509967146324497
צאצאיהן,8.509967146324497
להמתין,6.899723107284872
צאצאיהם,8.509967146324497
הלובסטר,8.509967146324497
לכידת,7.4109518755836366
דניאל,3.367295829986474
סרטנה,7.8168199657645525
שוקנק,8.509967146324497
זאן-לואי,8.509967146324497
ממבו,8.509967146324497
חגיגות,7.123672785204607
מקבוצות,7.4109518755836366
נגמרת,7.123672785204607
אייקוקס,7.8168199657645525
לתווך,8.509967146324497
פאלין,7.4109518755836366
ממבט,6.717804695023691
שמס,8.509967146324497
שמע,6.311734809152915
במיין,8.509967146324497
ריקלס,7.4109518755836366
שמץ,8.509967146324497
החולפת,7.8168199657645525
שמש,5.942799375126701
שמת,6.5638555265321274
והתרבותיים:,8.509967146324497
וצמידי,8.509967146324497
משידור,8.509967146324497
גרמני,5.736572297479192
השתתפותם,8.509967146324497
והמורים,8.509967146324497
ההוא,6.899723107284872
לרוץ:,8.509967146324497
ההון,6.5638555265321274
שלשניהם,8.509967146324497
גרמנו,7.8168199657645525
כרות,8.509967146324497
אלטרנטיבית,7.8168199657645525
ואשינגטון,8.509967146324497
מספקים,6.717804695023691
גניפה,8.509967146324497
האודישנים,8.509967146324497
וג'ואנה,8.509967146324497
שרואה,7.4109518755836366
שמא,5.5134287461649825
ב-24,7.8168199657645525
ב-25,8.509967146324497
שמה,5.4638318050256105
ב-23,8.509967146324497
ההתבגרות,5.799092654460526
שמח,5.869296913133774
שבפעם,8.509967146324497
שמי,7.4109518755836366
ושולטים,7.8168199657645525
המאובחנת,8.509967146324497
בחיילת,8.509967146324497
שמם,7.4109518755836366
ב-28,8.509967146324497
שמן,6.311734809152915
פוטרמן,7.8168199657645525
והשפלה,8.509967146324497
תזרים,8.509967146324497
ההפצצות,8.509967146324497
אפקטים,5.41610040220442
ההשקעה,7.8168199657645525
העונות,7.4109518755836366
כריד,7.8168199657645525
העבדות,7.4109518755836366
בראדפורד,7.123672785204607
שאד,8.509967146324497
התובעים,8.509967146324497
שאז,7.4109518755836366
ובאגדות,8.509967146324497
שאה,8.509967146324497
שאו,6.429719478039138
המאגד,8.509967146324497
מייליס,8.509967146324497
שאי,6.429719478039138
שאן,7.123672785204607
שאל,7.8168199657645525
שאם,5.5134287461649825
וגרר,8.509967146324497
שאף,4.948759890378168
מיילין,8.509967146324497
בבדיקה,8.509967146324497
מיילים,8.509967146324497
שאת,6.429719478039138
לחייםשל,8.509967146324497
שאר,4.59511985013459
סאמפסון,7.8168199657645525
בקורבנותיה,8.509967146324497
השמינית,8.509967146324497
צאבלם,8.509967146324497
לתקן,5.5134287461649825
המלחין,6.5638555265321274
אכזריות,6.429719478039138
הפקה:,8.509967146324497
כריש,5.942799375126701
למיניות,7.8168199657645525
והאהובות,8.509967146324497
כריס,3.044522437723423
השריף,5.4638318050256105
מדוייקות,8.509967146324497
לג'ון,8.509967146324497
שחובב,8.509967146324497
הלוקו,8.509967146324497
ולסאונד,8.509967146324497
איומם,8.509967146324497
ג`יי,8.509967146324497
ג`ין,7.8168199657645525
נורמלים,7.4109518755836366
עוקרת,8.509967146324497
לג'אהיט,8.509967146324497
ארקינסון,7.4109518755836366
ומצחיקות,8.509967146324497
שמפיקים,8.509967146324497
למרוץ,6.5638555265321274
אייץ',8.509967146324497
נורמלית,8.509967146324497
במועדונים,7.123672785204607
תקיפה,7.123672785204607
לפרינך-רינגט,8.509967146324497
הבנאדם,8.509967146324497
לרוקס,8.509967146324497
ארטנטון,6.717804695023691
מתאהבים,5.288267030694535
